semiengineering_url;startup_name;startup_country;startup_country_eu_grouped;crunchbase_startup_url;part_of_SNV_analysis;funding_round_id;crunchbase_funding_round_url;no_investors_per_funding_round;funding_amount_info;crunchbase_funding_round_announced_date;crunchbase_funding_stage;crunchbase_funding_type;crunchbase_investor_url;investor_name;crunchbase_investor_type;investor_country;investor_country_eu_grouped;money_raised_original_currency;money_raised_original_currency_minimum_estimate;money_raised_original_currency_maximum_estimate;investment_max_original_currency;investment_min_original_currency;investment_max_USD;investment_min_USD;date_for_currency_conversion
https://semiengineering.com/startup-funding-december-2021/;Bamomas;Finland;EU;https://www.crunchbase.com/organization/bamomas;no;Bamomashttps://semiengineering.com/startup-funding-december-2021/;https://www.crunchbase.com/funding_round/bamomas-undisclosed--840dd91a;3;disclosed;30.11.2021;;Funding Round;https://www.crunchbase.com/organization/grid-vc;Grid.vc;Venture Capital;Finland;EU;€1.3M;€1.3M;€1.3M;1300000;1300000;1473166,5;1473166,5;30.11.2021
https://semiengineering.com/startup-funding-december-2021/;Bamomas;Finland;EU;https://www.crunchbase.com/organization/bamomas;no;Bamomashttps://semiengineering.com/startup-funding-december-2021/;https://www.crunchbase.com/funding_round/bamomas-undisclosed--840dd91a;3;disclosed;30.11.2021;;Funding Round;https://www.crunchbase.com/organization/valkea-growth-club;Valkea Growth Club;Venture Capital;Finland;EU;€1.3M;€1.3M;€1.3M;1300000;1300000;1473166,5;1473166,5;30.11.2021
https://semiengineering.com/startup-funding-march-2022/;Ligna Energy;Sweden;EU;https://www.crunchbase.com/organization/ligna-energy;no;Ligna Energyhttps://semiengineering.com/startup-funding-march-2022/;https://www.crunchbase.com/funding_round/ligna-energy-series-a--f05aa291;1;disclosed;04.03.2022;Early Stage Venture;Series A;https://www.crunchbase.com/organization/klimatet-invest;Klimatet Invest;;Sweden;EU;€1.3M;€1.3M;€1.3M;1300000;1300000;1420932,5;1420932,5;04.03.2022
https://semiengineering.com/startup-funding-june-2021/;Circunomics;Germany;EU;https://www.crunchbase.com/organization/circunomics;no;Circunomicshttps://semiengineering.com/startup-funding-june-2021/;https://www.crunchbase.com/funding_round/circunomics-seed--1c209ebc;3;disclosed;21.06.2021;Seed;Seed;https://www.crunchbase.com/organization/kalodion-gmbh;Kalodion GmbH;Private Equity Firm, Venture Capital;Germany;EU;€1.8M;€1.8M;€1.8M;1800000;1800000;2144160;2144160;21.06.2021
https://semiengineering.com/startup-funding-june-2021/;Circunomics;Germany;EU;https://www.crunchbase.com/organization/circunomics;no;Circunomicshttps://semiengineering.com/startup-funding-june-2021/;https://www.crunchbase.com/funding_round/circunomics-seed--1c209ebc;3;disclosed;21.06.2021;Seed;Seed;https://www.crunchbase.com/organization/circularity-boost-gmbh;Circularity Boost GmbH;;Germany;EU;€1.8M;€1.8M;€1.8M;1800000;1800000;2144160;2144160;21.06.2021
https://semiengineering.com/startup-funding-june-2021/;Circunomics;Germany;EU;https://www.crunchbase.com/organization/circunomics;no;Circunomicshttps://semiengineering.com/startup-funding-june-2021/;https://www.crunchbase.com/funding_round/circunomics-seed--1c209ebc;3;disclosed;21.06.2021;Seed;Seed;https://www.crunchbase.com/organization/tes-singapore;TES (Singapore);;Singapore;Singapore;€1.8M;€1.8M;€1.8M;1800000;1800000;2144160;2144160;21.06.2021
https://semiengineering.com/startup-funding-january-2020/;Arrival;United Kingdom;United Kingdom;https://www.crunchbase.com/organization/arrival-f90c;no;Arrivalhttps://semiengineering.com/startup-funding-january-2020/;https://www.crunchbase.com/funding_round/arrival-f90c-series-a--cb2ac500;3;disclosed;16.01.2020;Early Stage Venture;Series A;https://www.crunchbase.com/organization/hyundai-motor-company;Hyundai Motor Company;Venture Capital;South Korea;South Korea;€100M;€100M;€100M;100000000;100000000;111370000;111370000;16.01.2020
https://semiengineering.com/startup-funding-january-2020/;Arrival;United Kingdom;United Kingdom;https://www.crunchbase.com/organization/arrival-f90c;no;Arrivalhttps://semiengineering.com/startup-funding-january-2020/;https://www.crunchbase.com/funding_round/arrival-f90c-series-a--cb2ac500;3;disclosed;16.01.2020;Early Stage Venture;Series A;https://www.crunchbase.com/organization/hyundai-motor-company;Hyundai Motor Company;Venture Capital;South Korea;South Korea;€100M;€100M;€100M;100000000;100000000;111370000;111370000;16.01.2020
https://semiengineering.com/startup-funding-january-2020/;Arrival;United Kingdom;United Kingdom;https://www.crunchbase.com/organization/arrival-f90c;no;Arrivalhttps://semiengineering.com/startup-funding-january-2020/;https://www.crunchbase.com/funding_round/arrival-f90c-series-a--cb2ac500;3;disclosed;16.01.2020;Early Stage Venture;Series A;https://www.crunchbase.com/organization/kia-motors;Kia Motors;;South Korea;South Korea;€100M;€100M;€100M;100000000;100000000;111370000;111370000;16.01.2020
https://semiengineering.com/startup-funding-january-2020/;Arrival;United Kingdom;United Kingdom;https://www.crunchbase.com/organization/arrival-f90c;no;Arrivalhttps://semiengineering.com/startup-funding-january-2020/;https://www.crunchbase.com/funding_round/arrival-f90c-series-a--cb2ac500;3;disclosed;16.01.2020;Early Stage Venture;Series A;https://www.crunchbase.com/organization/kia-motors;Kia Motors;;South Korea;South Korea;€100M;€100M;€100M;100000000;100000000;111370000;111370000;16.01.2020
https://semiengineering.com/startup-funding-january-2020/;Arrival;United Kingdom;United Kingdom;https://www.crunchbase.com/organization/arrival-f90c;no;Arrivalhttps://semiengineering.com/startup-funding-january-2020/;https://www.crunchbase.com/funding_round/arrival-f90c-series-a--cb2ac500;3;disclosed;16.01.2020;Early Stage Venture;Series A;https://www.crunchbase.com/organization/ups-strategic-enterprise-fund;UPS Ventures;Corporate Venture Capital;United States;United States;€100M;€100M;€100M;100000000;100000000;111370000;111370000;16.01.2020
https://semiengineering.com/startup-funding-january-2020/;Arrival;United Kingdom;United Kingdom;https://www.crunchbase.com/organization/arrival-f90c;no;Arrivalhttps://semiengineering.com/startup-funding-january-2020/;https://www.crunchbase.com/funding_round/arrival-f90c-series-a--cb2ac500;3;disclosed;16.01.2020;Early Stage Venture;Series A;https://www.crunchbase.com/organization/ups-strategic-enterprise-fund;UPS Ventures;Corporate Venture Capital;United States;United States;€100M;€100M;€100M;100000000;100000000;111370000;111370000;16.01.2020
https://semiengineering.com/startup-funding-january-2022/;ProLogium Technology;Taiwan;Taiwan;https://www.crunchbase.com/organization/prologium-technology;no;ProLogium Technologyhttps://semiengineering.com/startup-funding-january-2022/;https://www.crunchbase.com/funding_round/prologium-technology-private-equity--cb949564;1;disclosed;27.01.2022;Private Equity;Private Equity;https://www.crunchbase.com/organization/daimler;Daimler;;Germany;EU;€100M;€100M;€100M;100000000;100000000;111436500;111436500;27.01.2022
https://semiengineering.com/startup-funding-july-2021/;Verkor;France;EU;https://www.crunchbase.com/organization/verkor;no;Verkorhttps://semiengineering.com/startup-funding-july-2021/;https://www.crunchbase.com/funding_round/verkor-series-unknown--c147aa29;10;disclosed;07.07.2021;;Venture - Series Unknown;https://www.crunchbase.com/organization/renault-s-a;Renault Group;;France;EU;€100M;€100M;€100M;100000000;100000000;117927000;117927000;07.07.2021
https://semiengineering.com/startup-funding-july-2021/;Verkor;France;EU;https://www.crunchbase.com/organization/verkor;no;Verkorhttps://semiengineering.com/startup-funding-july-2021/;https://www.crunchbase.com/funding_round/verkor-series-unknown--c147aa29;10;disclosed;07.07.2021;;Venture - Series Unknown;https://www.crunchbase.com/organization/schneider-electric;Schneider Electric;;France;EU;€100M;€100M;€100M;100000000;100000000;117927000;117927000;07.07.2021
https://semiengineering.com/startup-funding-july-2021/;Verkor;France;EU;https://www.crunchbase.com/organization/verkor;no;Verkorhttps://semiengineering.com/startup-funding-july-2021/;https://www.crunchbase.com/funding_round/verkor-series-unknown--c147aa29;10;disclosed;07.07.2021;;Venture - Series Unknown;https://www.crunchbase.com/organization/groupe-idec;Groupe IDEC;;France;EU;€100M;€100M;€100M;100000000;100000000;117927000;117927000;07.07.2021
https://semiengineering.com/startup-funding-july-2021/;Verkor;France;EU;https://www.crunchbase.com/organization/verkor;no;Verkorhttps://semiengineering.com/startup-funding-july-2021/;https://www.crunchbase.com/funding_round/verkor-series-unknown--c147aa29;10;disclosed;07.07.2021;;Venture - Series Unknown;https://www.crunchbase.com/organization/government-of-france;Government of France;;France;EU;€100M;€100M;€100M;100000000;100000000;117927000;117927000;07.07.2021
https://semiengineering.com/startup-funding-july-2021/;Verkor;France;EU;https://www.crunchbase.com/organization/verkor;no;Verkorhttps://semiengineering.com/startup-funding-july-2021/;https://www.crunchbase.com/funding_round/verkor-series-unknown--c147aa29;10;disclosed;07.07.2021;;Venture - Series Unknown;https://www.crunchbase.com/organization/demeter-1e8a;Demeter;Private Equity Firm;France;EU;€100M;€100M;€100M;100000000;100000000;117927000;117927000;07.07.2021
https://semiengineering.com/startup-funding-july-2021/;Verkor;France;EU;https://www.crunchbase.com/organization/verkor;no;Verkorhttps://semiengineering.com/startup-funding-july-2021/;https://www.crunchbase.com/funding_round/verkor-series-unknown--c147aa29;10;disclosed;07.07.2021;;Venture - Series Unknown;https://www.crunchbase.com/organization/cap-gemini;Capgemini;;France;EU;€100M;€100M;€100M;100000000;100000000;117927000;117927000;07.07.2021
https://semiengineering.com/startup-funding-july-2021/;Verkor;France;EU;https://www.crunchbase.com/organization/verkor;no;Verkorhttps://semiengineering.com/startup-funding-july-2021/;https://www.crunchbase.com/funding_round/verkor-series-unknown--c147aa29;10;disclosed;07.07.2021;;Venture - Series Unknown;https://www.crunchbase.com/organization/arkema;Arkema;;France;EU;€100M;€100M;€100M;100000000;100000000;117927000;117927000;07.07.2021
https://semiengineering.com/startup-funding-july-2021/;Verkor;France;EU;https://www.crunchbase.com/organization/verkor;no;Verkorhttps://semiengineering.com/startup-funding-july-2021/;https://www.crunchbase.com/funding_round/verkor-series-unknown--c147aa29;10;disclosed;07.07.2021;;Venture - Series Unknown;https://www.crunchbase.com/organization/tokai-cobex;Tokai COBEX;;Germany;EU;€100M;€100M;€100M;100000000;100000000;117927000;117927000;07.07.2021
https://semiengineering.com/startup-funding-july-2021/;Verkor;France;EU;https://www.crunchbase.com/organization/verkor;no;Verkorhttps://semiengineering.com/startup-funding-july-2021/;https://www.crunchbase.com/funding_round/verkor-series-unknown--c147aa29;10;disclosed;07.07.2021;;Venture - Series Unknown;https://www.crunchbase.com/organization/eqtventures;EQT Ventures;Venture Capital;Sweden;EU;€100M;€100M;€100M;100000000;100000000;117927000;117927000;07.07.2021
https://semiengineering.com/startup-funding-july-2021/;Verkor;France;EU;https://www.crunchbase.com/organization/verkor;no;Verkorhttps://semiengineering.com/startup-funding-july-2021/;https://www.crunchbase.com/funding_round/verkor-series-unknown--c147aa29;10;disclosed;07.07.2021;;Venture - Series Unknown;https://www.crunchbase.com/organization/kic-innoenergy;InnoEnergy;Accelerator, Micro VC, Venture Capital;Netherlands;EU;€100M;€100M;€100M;100000000;100000000;117927000;117927000;07.07.2021
https://semiengineering.com/startup-funding-december-2021/;Multiverse Computing;Spain;EU;https://www.crunchbase.com/organization/multiverse-computing;no;Multiverse Computinghttps://semiengineering.com/startup-funding-december-2021/;https://www.crunchbase.com/funding_round/multiverse-computing-series-unknown--97b8b930;2;disclosed;20.12.2021;;Venture - Series Unknown;https://www.crunchbase.com/organization/european-innovation-council;European Innovation Council;Incubator;Belgium;EU;€10M;€10M;€10M;10000000;10000000;11276900;11276900;20.12.2021
https://semiengineering.com/startup-funding-october-2021/;Multiverse Computing;Spain;EU;https://www.crunchbase.com/organization/multiverse-computing;no;Multiverse Computinghttps://semiengineering.com/startup-funding-october-2021/;https://www.crunchbase.com/funding_round/multiverse-computing-seed--9c6a7478;11;disclosed;20.10.2021;Seed;Seed;https://www.crunchbase.com/organization/quantonation;Quantonation;Venture Capital;France;EU;€10M;€10M;€10M;10000000;10000000;11653900;11653900;20.10.2021
https://semiengineering.com/startup-funding-october-2021/;Multiverse Computing;Spain;EU;https://www.crunchbase.com/organization/multiverse-computing;no;Multiverse Computinghttps://semiengineering.com/startup-funding-october-2021/;https://www.crunchbase.com/funding_round/multiverse-computing-seed--9c6a7478;11;disclosed;20.10.2021;Seed;Seed;https://www.crunchbase.com/organization/seed-gipuzkoa-spri;Seed Gipuzkoa (SPRI);Venture Capital;Spain;EU;€10M;€10M;€10M;10000000;10000000;11653900;11653900;20.10.2021
https://semiengineering.com/startup-funding-october-2021/;Multiverse Computing;Spain;EU;https://www.crunchbase.com/organization/multiverse-computing;no;Multiverse Computinghttps://semiengineering.com/startup-funding-october-2021/;https://www.crunchbase.com/funding_round/multiverse-computing-seed--9c6a7478;11;disclosed;20.10.2021;Seed;Seed;https://www.crunchbase.com/organization/penja-strategy;Penja Strategy;;Spain;EU;€10M;€10M;€10M;10000000;10000000;11653900;11653900;20.10.2021
https://semiengineering.com/startup-funding-october-2021/;Multiverse Computing;Spain;EU;https://www.crunchbase.com/organization/multiverse-computing;no;Multiverse Computinghttps://semiengineering.com/startup-funding-october-2021/;https://www.crunchbase.com/funding_round/multiverse-computing-seed--9c6a7478;11;disclosed;20.10.2021;Seed;Seed;https://www.crunchbase.com/organization/ezten-venture-capital-fund;Ezten Venture Capital Fund;Venture Capital;Spain;EU;€10M;€10M;€10M;10000000;10000000;11653900;11653900;20.10.2021
https://semiengineering.com/startup-funding-october-2021/;Multiverse Computing;Spain;EU;https://www.crunchbase.com/organization/multiverse-computing;no;Multiverse Computinghttps://semiengineering.com/startup-funding-october-2021/;https://www.crunchbase.com/funding_round/multiverse-computing-seed--9c6a7478;11;disclosed;20.10.2021;Seed;Seed;https://www.crunchbase.com/organization/fundacin-jos-manuel-entrecanales;JME Ventures;Venture Capital;Spain;EU;€10M;€10M;€10M;10000000;10000000;11653900;11653900;20.10.2021
https://semiengineering.com/startup-funding-october-2021/;Multiverse Computing;Spain;EU;https://www.crunchbase.com/organization/multiverse-computing;no;Multiverse Computinghttps://semiengineering.com/startup-funding-october-2021/;https://www.crunchbase.com/funding_round/multiverse-computing-seed--9c6a7478;11;disclosed;20.10.2021;Seed;Seed;https://www.crunchbase.com/organization/mondrag%C3%B3n-corp;Mondragón Corp.;;Spain;EU;€10M;€10M;€10M;10000000;10000000;11653900;11653900;20.10.2021
https://semiengineering.com/startup-funding-october-2021/;Multiverse Computing;Spain;EU;https://www.crunchbase.com/organization/multiverse-computing;no;Multiverse Computinghttps://semiengineering.com/startup-funding-october-2021/;https://www.crunchbase.com/funding_round/multiverse-computing-seed--9c6a7478;11;disclosed;20.10.2021;Seed;Seed;https://www.crunchbase.com/organization/lks;Lks;;Spain;EU;€10M;€10M;€10M;10000000;10000000;11653900;11653900;20.10.2021
https://semiengineering.com/startup-funding-october-2021/;Multiverse Computing;Spain;EU;https://www.crunchbase.com/organization/multiverse-computing;no;Multiverse Computinghttps://semiengineering.com/startup-funding-october-2021/;https://www.crunchbase.com/funding_round/multiverse-computing-seed--9c6a7478;11;disclosed;20.10.2021;Seed;Seed;https://www.crunchbase.com/organization/inveready-technology-investment-group;Inveready;Micro VC;Spain;EU;€10M;€10M;€10M;10000000;10000000;11653900;11653900;20.10.2021
https://semiengineering.com/startup-funding-october-2021/;Multiverse Computing;Spain;EU;https://www.crunchbase.com/organization/multiverse-computing;no;Multiverse Computinghttps://semiengineering.com/startup-funding-october-2021/;https://www.crunchbase.com/funding_round/multiverse-computing-seed--9c6a7478;11;disclosed;20.10.2021;Seed;Seed;https://www.crunchbase.com/organization/ikerlan;Ikerlan;;Spain;EU;€10M;€10M;€10M;10000000;10000000;11653900;11653900;20.10.2021
https://semiengineering.com/startup-funding-october-2021/;Multiverse Computing;Spain;EU;https://www.crunchbase.com/organization/multiverse-computing;no;Multiverse Computinghttps://semiengineering.com/startup-funding-october-2021/;https://www.crunchbase.com/funding_round/multiverse-computing-seed--9c6a7478;11;disclosed;20.10.2021;Seed;Seed;https://www.crunchbase.com/organization/easo-ventures;EASO Ventures;Venture Capital;Spain;EU;€10M;€10M;€10M;10000000;10000000;11653900;11653900;20.10.2021
https://semiengineering.com/startup-funding-october-2021/;Multiverse Computing;Spain;EU;https://www.crunchbase.com/organization/multiverse-computing;no;Multiverse Computinghttps://semiengineering.com/startup-funding-october-2021/;https://www.crunchbase.com/funding_round/multiverse-computing-seed--9c6a7478;11;disclosed;20.10.2021;Seed;Seed;https://www.crunchbase.com/organization/clave;Clave;Venture Capital;Spain;EU;€10M;€10M;€10M;10000000;10000000;11653900;11653900;20.10.2021
https://semiengineering.com/startup-funding-may-2022/;Solithor;Belgium;EU;https://www.crunchbase.com/organization/solithor;no;Solithorhttps://semiengineering.com/startup-funding-may-2022/;https://www.crunchbase.com/funding_round/solithor-seed--626f3967;4;disclosed;16.05.2022;Seed;Seed;https://www.crunchbase.com/organization/imec-xpand;imec.xpand;Accelerator;Belgium;EU;€10M;€10M;€10M;10000000;10000000;10438600;10438600;16.05.2022
https://semiengineering.com/startup-funding-may-2022/;Solithor;Belgium;EU;https://www.crunchbase.com/organization/solithor;no;Solithorhttps://semiengineering.com/startup-funding-may-2022/;https://www.crunchbase.com/funding_round/solithor-seed--626f3967;4;disclosed;16.05.2022;Seed;Seed;https://www.crunchbase.com/organization/lrm-a6db;LRM;;Belgium;EU;€10M;€10M;€10M;10000000;10000000;10438600;10438600;16.05.2022
https://semiengineering.com/startup-funding-may-2022/;Solithor;Belgium;EU;https://www.crunchbase.com/organization/solithor;no;Solithorhttps://semiengineering.com/startup-funding-may-2022/;https://www.crunchbase.com/funding_round/solithor-seed--626f3967;4;disclosed;16.05.2022;Seed;Seed;https://www.crunchbase.com/organization/nuhma;Nuhma;Government Office;Belgium;EU;€10M;€10M;€10M;10000000;10000000;10438600;10438600;16.05.2022
https://semiengineering.com/startup-funding-may-2022/;Solithor;Belgium;EU;https://www.crunchbase.com/organization/solithor;no;Solithorhttps://semiengineering.com/startup-funding-may-2022/;https://www.crunchbase.com/funding_round/solithor-seed--626f3967;4;disclosed;16.05.2022;Seed;Seed;https://www.crunchbase.com/organization/fpim;FPIM;;United States;United States;€10M;€10M;€10M;10000000;10000000;10438600;10438600;16.05.2022
Startup-Funding-August-2022.pdf;Luminovo;Germany;EU;https://www.crunchbase.com/organization/luminovo;no;LuminovoStartup-Funding-August-2022.pdf;https://www.crunchbase.com/funding_round/luminovo-seed--4f7aea56;6;disclosed;18.08.2022;Seed;Seed;https://www.crunchbase.com/organization/chalfen-ventures-bda7;Chalfen Ventures;;United Kingdom;United Kingdom;€11M;€11M;€11M;11000000;11000000;11098670;11098670;18.08.2022
Startup-Funding-August-2022.pdf;Luminovo;Germany;EU;https://www.crunchbase.com/organization/luminovo;no;LuminovoStartup-Funding-August-2022.pdf;https://www.crunchbase.com/funding_round/luminovo-seed--4f7aea56;6;disclosed;18.08.2022;Seed;Seed;https://www.crunchbase.com/organization/cherry-ventures;Cherry Ventures;Venture Capital;Germany;EU;€11M;€11M;€11M;11000000;11000000;11098670;11098670;18.08.2022
Startup-Funding-August-2022.pdf;Luminovo;Germany;EU;https://www.crunchbase.com/organization/luminovo;no;LuminovoStartup-Funding-August-2022.pdf;https://www.crunchbase.com/funding_round/luminovo-seed--4f7aea56;6;disclosed;18.08.2022;Seed;Seed;https://www.crunchbase.com/organization/khadjavi-capital-partners;Khadjavi Capital Partners;;Germany;EU;€11M;€11M;€11M;11000000;11000000;11098670;11098670;18.08.2022
Startup-Funding-August-2022.pdf;Luminovo;Germany;EU;https://www.crunchbase.com/organization/luminovo;no;LuminovoStartup-Funding-August-2022.pdf;https://www.crunchbase.com/funding_round/luminovo-seed--4f7aea56;6;disclosed;18.08.2022;Seed;Seed;https://www.crunchbase.com/organization/la-famiglia;La Famiglia;Venture Capital;Germany;EU;€11M;€11M;€11M;11000000;11000000;11098670;11098670;18.08.2022
Startup-Funding-August-2022.pdf;Luminovo;Germany;EU;https://www.crunchbase.com/organization/luminovo;no;LuminovoStartup-Funding-August-2022.pdf;https://www.crunchbase.com/funding_round/luminovo-seed--4f7aea56;6;disclosed;18.08.2022;Seed;Seed;https://www.crunchbase.com/organization/tencent;Tencent;;China (incl. Hong Kong);China (incl. Hong Kong);€11M;€11M;€11M;11000000;11000000;11098670;11098670;18.08.2022
Startup-Funding-August-2022.pdf;Luminovo;Germany;EU;https://www.crunchbase.com/organization/luminovo;no;LuminovoStartup-Funding-August-2022.pdf;https://www.crunchbase.com/funding_round/luminovo-seed--4f7aea56;6;disclosed;18.08.2022;Seed;Seed;https://www.crunchbase.com/organization/verve-ventures;Verve Ventures;Venture Capital;Switzerland;Switzerland;€11M;€11M;€11M;11000000;11000000;11098670;11098670;18.08.2022
https://semiengineering.com/startup-funding-april-2022/;Rimac Group (Rimac Automobili);Croatia;EU;https://www.crunchbase.com/organization/rimac-automobili;no;Rimac Group (Rimac Automobili)https://semiengineering.com/startup-funding-april-2022/;https://www.crunchbase.com/funding_round/rimac-automobili-series-unknown--6a3efe8c;1;disclosed;20.04.2022;;Venture - Series Unknown;https://www.crunchbase.com/organization/investindustrial-holdings;InvestIndustrial Holdings;Private Equity Firm;Luxembourg;EU;€120M;€120M;€120M;120000000;120000000;130195200;130195200;20.04.2022
https://semiengineering.com/startup-funding-january-2022/;NAWA Technologies;France;EU;https://www.crunchbase.com/organization/nawatechnologies;no;NAWA Technologieshttps://semiengineering.com/startup-funding-january-2022/;https://www.crunchbase.com/funding_round/nawatechnologies-series-c--356238c2;9;disclosed;20.01.2022;Late Stage Venture;Series C;https://www.crunchbase.com/organization/supernova-invest;Supernova Invest;Venture Capital;France;EU;€18.3M;€18.3M;€18.3M;18300000;18300000;20702424;20702424;20.01.2022
https://semiengineering.com/startup-funding-january-2022/;NAWA Technologies;France;EU;https://www.crunchbase.com/organization/nawatechnologies;no;NAWA Technologieshttps://semiengineering.com/startup-funding-january-2022/;https://www.crunchbase.com/funding_round/nawatechnologies-series-c--356238c2;9;disclosed;20.01.2022;Late Stage Venture;Series C;https://www.crunchbase.com/organization/r%C3%A9gion-sud-investissement;Région Sud Investissement;Private Equity Firm;France;EU;€18.3M;€18.3M;€18.3M;18300000;18300000;20702424;20702424;20.01.2022
https://semiengineering.com/startup-funding-january-2022/;NAWA Technologies;France;EU;https://www.crunchbase.com/organization/nawatechnologies;no;NAWA Technologieshttps://semiengineering.com/startup-funding-january-2022/;https://www.crunchbase.com/funding_round/nawatechnologies-series-c--356238c2;9;disclosed;20.01.2022;Late Stage Venture;Series C;https://www.crunchbase.com/organization/eurowatt;Eurowatt;;France;EU;€18.3M;€18.3M;€18.3M;18300000;18300000;20702424;20702424;20.01.2022
https://semiengineering.com/startup-funding-january-2022/;NAWA Technologies;France;EU;https://www.crunchbase.com/organization/nawatechnologies;no;NAWA Technologieshttps://semiengineering.com/startup-funding-january-2022/;https://www.crunchbase.com/funding_round/nawatechnologies-series-c--356238c2;9;disclosed;20.01.2022;Late Stage Venture;Series C;https://www.crunchbase.com/organization/demeter-1e8a;Demeter;Private Equity Firm;France;EU;€18.3M;€18.3M;€18.3M;18300000;18300000;20702424;20702424;20.01.2022
https://semiengineering.com/startup-funding-january-2022/;NAWA Technologies;France;EU;https://www.crunchbase.com/organization/nawatechnologies;no;NAWA Technologieshttps://semiengineering.com/startup-funding-january-2022/;https://www.crunchbase.com/funding_round/nawatechnologies-series-c--356238c2;9;disclosed;20.01.2022;Late Stage Venture;Series C;https://www.crunchbase.com/organization/bpifrance;Bpifrance;Government Office, Investment Bank;France;EU;€18.3M;€18.3M;€18.3M;18300000;18300000;20702424;20702424;20.01.2022
https://semiengineering.com/startup-funding-january-2022/;NAWA Technologies;France;EU;https://www.crunchbase.com/organization/nawatechnologies;no;NAWA Technologieshttps://semiengineering.com/startup-funding-january-2022/;https://www.crunchbase.com/funding_round/nawatechnologies-series-c--356238c2;9;disclosed;20.01.2022;Late Stage Venture;Series C;https://www.crunchbase.com/organization/kouros;Kouros;;Luxembourg;EU;€18.3M;€18.3M;€18.3M;18300000;18300000;20702424;20702424;20.01.2022
https://semiengineering.com/startup-funding-january-2022/;NAWA Technologies;France;EU;https://www.crunchbase.com/organization/nawatechnologies;no;NAWA Technologieshttps://semiengineering.com/startup-funding-january-2022/;https://www.crunchbase.com/funding_round/nawatechnologies-series-c--356238c2;9;disclosed;20.01.2022;Late Stage Venture;Series C;https://www.crunchbase.com/organization/davaniere-capital-partners;Davaniere Capital Partners;;France;EU;€18.3M;€18.3M;€18.3M;18300000;18300000;20702424;20702424;20.01.2022
https://semiengineering.com/startup-funding-january-2022/;NAWA Technologies;France;EU;https://www.crunchbase.com/organization/nawatechnologies;no;NAWA Technologieshttps://semiengineering.com/startup-funding-january-2022/;https://www.crunchbase.com/funding_round/nawatechnologies-series-c--356238c2;9;disclosed;20.01.2022;Late Stage Venture;Series C;https://www.crunchbase.com/organization/altya-invest;Altya Invest;;Belgium;EU;€18.3M;€18.3M;€18.3M;18300000;18300000;20702424;20702424;20.01.2022
https://semiengineering.com/startup-funding-january-2022/;NAWA Technologies;France;EU;https://www.crunchbase.com/organization/nawatechnologies;no;NAWA Technologieshttps://semiengineering.com/startup-funding-january-2022/;https://www.crunchbase.com/funding_round/nawatechnologies-series-c--356238c2;9;disclosed;20.01.2022;Late Stage Venture;Series C;https://www.crunchbase.com/organization/opus-consulting-solutions;Opus Consulting Solutions;;United States;United States;€18.3M;€18.3M;€18.3M;18300000;18300000;20702424;20702424;20.01.2022
https://semiengineering.com/startup-funding-january-2020/;Imagimob;Sweden;EU;https://www.crunchbase.com/organization/imagimob;no;Imagimobhttps://semiengineering.com/startup-funding-january-2020/;https://www.crunchbase.com/funding_round/imagimob-series-unknown--db4b34ec;1;disclosed;15.01.2020;;Venture - Series Unknown;;;;Taiwan;Taiwan;€1M;€1M;€1M;1000000;1000000;1115100;1115100;15.01.2020
https://semiengineering.com/startup-funding-october-2022/;DeepScenario;Germany;EU;https://www.crunchbase.com/organization/deepscenario;no;DeepScenariohttps://semiengineering.com/startup-funding-october-2022/;https://www.crunchbase.com/funding_round/deepscenario-pre-seed--5eae7a25;2;disclosed;25.10.2022;Seed;Pre-Seed;https://www.crunchbase.com/organization/high-tech-gr%C3%BCnderfonds;High-Tech Grunderfonds;Venture Capital;Germany;EU;seven-digitseedfunding;€1M;€9M;9000000;1000000;;;25.10.2022
https://semiengineering.com/startup-funding-october-2022/;DeepScenario;Germany;EU;https://www.crunchbase.com/organization/deepscenario;no;DeepScenariohttps://semiengineering.com/startup-funding-october-2022/;https://www.crunchbase.com/funding_round/deepscenario-pre-seed--5eae7a25;2;disclosed;25.10.2022;Seed;Pre-Seed;https://www.crunchbase.com/organization/mobility-fund;MobilityFund;Venture Capital;Germany;EU;seven-digitseedfunding;€1M;€9M;9000000;1000000;;;25.10.2022
https://semiengineering.com/startup-funding-march-2021/;Betteries;Germany;EU;https://www.crunchbase.com/organization/betteries;no;Betterieshttps://semiengineering.com/startup-funding-march-2021/;https://www.crunchbase.com/funding_round/betteries-seed--69ab468a;4;disclosed;29.03.2021;Seed;Seed;https://www.crunchbase.com/organization/extantia;Extantia Capital;Venture Capital;Germany;EU;€2.1M;€2.1M;€2.1M;2100000;2100000;2471385;2471385;29.03.2021
https://semiengineering.com/startup-funding-march-2021/;Betteries;Germany;EU;https://www.crunchbase.com/organization/betteries;no;Betterieshttps://semiengineering.com/startup-funding-march-2021/;https://www.crunchbase.com/funding_round/betteries-seed--69ab468a;4;disclosed;29.03.2021;Seed;Seed;;Beyond Black;;Germany;EU;€2.1M;€2.1M;€2.1M;2100000;2100000;2471385;2471385;29.03.2021
