semiengineering_url;startup_name;startup_country;startup_country_eu_grouped;crunchbase_startup_url;part_of_SNV_analysis;funding_round_id;crunchbase_funding_round_url;no_investors_per_funding_round;funding_amount_info;crunchbase_funding_round_announced_date;crunchbase_funding_stage;crunchbase_funding_type;crunchbase_investor_url;investor_name;crunchbase_investor_type;investor_country;investor_country_eu_grouped;money_raised_original_currency;money_raised_original_currency_minimum_estimate;money_raised_original_currency_maximum_estimate;investment_max_original_currency;investment_min_original_currency;investment_max_USD;investment_min_USD;date_for_currency_conversion
https://semiengineering.com/startup-funding-november-2022/;CooliBlade;Finland;EU;https://www.crunchbase.com/organization/cooliblade;no;CooliBladehttps://semiengineering.com/startup-funding-november-2022/;https://www.crunchbase.com/funding_round/cooliblade-seed--7289b393;1;disclosed;17.11.2022;Seed;Seed;https://www.crunchbase.com/organization/butterfly-ventures;Butterfly Ventures;Micro VC;Finland;EU;€820K;€820K;€820K;820000;820000;849626,6;849626,6;17.11.2022
https://semiengineering.com/startup-funding-november-2022/;WearOptimo;Australia;Australia;https://www.crunchbase.com/organization/wearoptimo;no;WearOptimohttps://semiengineering.com/startup-funding-november-2022/;https://www.crunchbase.com/funding_round/wearoptimo-undisclosed--21cad5f6;1;disclosed;10.11.2022;;Funding Round;;;;unknown;unknown;A$5M;A$5M;A$5M;5000000;5000000;3304325;3304325;10.11.2022
https://semiengineering.com/startup-funding-january-2021/;Quantum Computing Inc.;United States of America;United States of America;https://www.crunchbase.com/organization/quantum-computing;no;Quantum Computing Inc.https://semiengineering.com/startup-funding-january-2021/;https://www.crunchbase.com/funding_round/quantum-computing-series-a--971846b1;1;disclosed;05.01.2021;Early Stage Venture;Series A;;;;Taiwan;Taiwan;$3.2M;$3.2M;$3.2M;3200000;3200000;3200000;3200000;05.01.2021
https://semiengineering.com/startup-funding-may-2022/;Minus Zero;India;India;https://www.crunchbase.com/organization/minus-zero;no;Minus Zerohttps://semiengineering.com/startup-funding-may-2022/;https://www.crunchbase.com/funding_round/minus-zero-seed--2869ff0b;2;disclosed;23.05.2022;Seed;Seed;https://www.crunchbase.com/organization/idg-ventures;Chiratae Ventures;Corporate Venture Capital;India;India;$1.7M;$1.7M;$1.7M;1700000;1700000;1700000;1700000;23.05.2022
https://semiengineering.com/startup-funding-may-2022/;Minus Zero;India;India;https://www.crunchbase.com/organization/minus-zero;no;Minus Zerohttps://semiengineering.com/startup-funding-may-2022/;https://www.crunchbase.com/funding_round/minus-zero-seed--2869ff0b;2;disclosed;23.05.2022;Seed;Seed;https://www.crunchbase.com/organization/jito-angel-network;JITO Angel Network;Angel Group;India;India;$1.7M;$1.7M;$1.7M;1700000;1700000;1700000;1700000;23.05.2022
https://semiengineering.com/startup-funding-april-2020/;Inceptio Technology;China;China;https://www.crunchbase.com/organization/inceptio-technology;no;Inceptio Technologyhttps://semiengineering.com/startup-funding-april-2020/;https://www.crunchbase.com/funding_round/inceptio-technology-series-a--e32fb820;2;disclosed;27.04.2020;Early Stage Venture;Series A;https://www.crunchbase.com/organization/g7;G7;;China (incl. Hong Kong);China (incl. Hong Kong);$100M;$100M;$100M;100000000;100000000;100000000;100000000;27.04.2020
https://semiengineering.com/startup-funding-april-2020/;Inceptio Technology;China;China;https://www.crunchbase.com/organization/inceptio-technology;no;Inceptio Technologyhttps://semiengineering.com/startup-funding-april-2020/;https://www.crunchbase.com/funding_round/inceptio-technology-series-a--e32fb820;2;disclosed;27.04.2020;Early Stage Venture;Series A;https://www.crunchbase.com/organization/global-logistic-properties;GLP;Private Equity Firm;Singapore;Singapore;$100M;$100M;$100M;100000000;100000000;100000000;100000000;27.04.2020
https://semiengineering.com/startup-funding-february-2021/;Pony.ai;United States of America;United States of America;https://www.crunchbase.com/organization/pony-ai;no;Pony.aihttps://semiengineering.com/startup-funding-february-2021/;https://www.crunchbase.com/funding_round/pony-ai-series-c--53adc6d0;7;disclosed;08.02.2021;Late Stage Venture;Series C;https://www.crunchbase.com/organization/brunei-investment-agency;Brunei Investment Agency;Government Office;Brunei;Brunei;$100M;$100M;$100M;100000000;100000000;100000000;100000000;08.02.2021
https://semiengineering.com/startup-funding-february-2021/;Pony.ai;United States of America;United States of America;https://www.crunchbase.com/organization/pony-ai;no;Pony.aihttps://semiengineering.com/startup-funding-february-2021/;https://www.crunchbase.com/funding_round/pony-ai-series-c--53adc6d0;7;disclosed;08.02.2021;Late Stage Venture;Series C;https://www.crunchbase.com/organization/ontario-teachers-pension-plan;Ontario Teachers' Pension Plan;Fund Of Funds;Canada;Canada;$100M;$100M;$100M;100000000;100000000;100000000;100000000;08.02.2021
https://semiengineering.com/startup-funding-february-2021/;Pony.ai;United States of America;United States of America;https://www.crunchbase.com/organization/pony-ai;no;Pony.aihttps://semiengineering.com/startup-funding-february-2021/;https://www.crunchbase.com/funding_round/pony-ai-series-c--53adc6d0;7;disclosed;08.02.2021;Late Stage Venture;Series C;https://www.crunchbase.com/organization/citic-pe;CPE;Private Equity Firm;China (incl. Hong Kong);China (incl. Hong Kong);$100M;$100M;$100M;100000000;100000000;100000000;100000000;08.02.2021
https://semiengineering.com/startup-funding-february-2021/;Pony.ai;United States of America;United States of America;https://www.crunchbase.com/organization/pony-ai;no;Pony.aihttps://semiengineering.com/startup-funding-february-2021/;https://www.crunchbase.com/funding_round/pony-ai-series-c--53adc6d0;7;disclosed;08.02.2021;Late Stage Venture;Series C;https://www.crunchbase.com/organization/clearvue-partners;ClearVue Partners;Private Equity Firm;China (incl. Hong Kong);China (incl. Hong Kong);$100M;$100M;$100M;100000000;100000000;100000000;100000000;08.02.2021
https://semiengineering.com/startup-funding-february-2021/;Pony.ai;United States of America;United States of America;https://www.crunchbase.com/organization/pony-ai;no;Pony.aihttps://semiengineering.com/startup-funding-february-2021/;https://www.crunchbase.com/funding_round/pony-ai-series-c--53adc6d0;7;disclosed;08.02.2021;Late Stage Venture;Series C;https://www.crunchbase.com/organization/morningsidevc;5Y Capital;Venture Capital;China (incl. Hong Kong);China (incl. Hong Kong);$100M;$100M;$100M;100000000;100000000;100000000;100000000;08.02.2021
https://semiengineering.com/startup-funding-february-2021/;Pony.ai;United States of America;United States of America;https://www.crunchbase.com/organization/pony-ai;no;Pony.aihttps://semiengineering.com/startup-funding-february-2021/;https://www.crunchbase.com/funding_round/pony-ai-series-c--53adc6d0;7;disclosed;08.02.2021;Late Stage Venture;Series C;https://www.crunchbase.com/organization/fidelity-china-special-situations-plc;Fidelity China Special Situations;Private Equity Firm;United Kingdom;United Kingdom;$100M;$100M;$100M;100000000;100000000;100000000;100000000;08.02.2021
https://semiengineering.com/startup-funding-february-2021/;Pony.ai;United States of America;United States of America;https://www.crunchbase.com/organization/pony-ai;no;Pony.aihttps://semiengineering.com/startup-funding-february-2021/;https://www.crunchbase.com/funding_round/pony-ai-series-c--53adc6d0;7;disclosed;08.02.2021;Late Stage Venture;Series C;https://www.crunchbase.com/organization/eight-roads-ventures;Eight Roads Ventures;Venture Capital;United Kingdom;United Kingdom;$100M;$100M;$100M;100000000;100000000;100000000;100000000;08.02.2021
https://semiengineering.com/startup-funding-november-2021/;Autotalks;Israel;Israel;https://www.crunchbase.com/organization/autotalks;no;Autotalkshttps://semiengineering.com/startup-funding-november-2021/;https://www.crunchbase.com/funding_round/autotalks-corporate-round--313556c5;1;disclosed;27.11.2021;;Corporate Round;https://www.crunchbase.com/organization/foxconn-interconnect-technology;Foxconn Interconnect Technology;;Taiwan;Taiwan;$10M;$10M;$10M;10000000;10000000;10000000;10000000;27.11.2021
https://semiengineering.com/startup-funding-may-2022/;INMO Glass (Yingmu Technology);China;China;https://www.crunchbase.com/organization/inmo-glasses;no;INMO Glass (Yingmu Technology)https://semiengineering.com/startup-funding-may-2022/;https://www.crunchbase.com/funding_round/inmo-glasses-series-a--818ba322;1;disclosed;16.05.2022;Early Stage Venture;Series A;https://www.crunchbase.com/organization/momo;Momo (Hello Group);;China (incl. Hong Kong);China (incl. Hong Kong);$10M;$10M;$10M;10000000;10000000;10000000;10000000;16.05.2022
https://semiengineering.com/startup-funding-march-2022/;QunaSys;Japan;Japan;https://www.crunchbase.com/organization/qunasys;no;QunaSyshttps://semiengineering.com/startup-funding-march-2022/;https://www.crunchbase.com/funding_round/qunasys-series-b--269293dd;10;disclosed;27.03.2022;Early Stage Venture;Series B;https://www.crunchbase.com/organization/jic-venture-growth-investments;JIC Venture Growth Investments;Venture Capital;Japan;Japan;$10M;$10M;$10M;10000000;10000000;10000000;10000000;27.03.2022
https://semiengineering.com/startup-funding-march-2022/;QunaSys;Japan;Japan;https://www.crunchbase.com/organization/qunasys;no;QunaSyshttps://semiengineering.com/startup-funding-march-2022/;https://www.crunchbase.com/funding_round/qunasys-series-b--269293dd;10;disclosed;27.03.2022;Early Stage Venture;Series B;https://www.crunchbase.com/organization/zeon-2566;ZEON;;Japan;Japan;$10M;$10M;$10M;10000000;10000000;10000000;10000000;27.03.2022
https://semiengineering.com/startup-funding-march-2022/;QunaSys;Japan;Japan;https://www.crunchbase.com/organization/qunasys;no;QunaSyshttps://semiengineering.com/startup-funding-march-2022/;https://www.crunchbase.com/funding_round/qunasys-series-b--269293dd;10;disclosed;27.03.2022;Early Stage Venture;Series B;https://www.crunchbase.com/organization/shinsei-corporate-investment-limited;Shinsei Corporate Investment;Venture Capital;Japan;Japan;$10M;$10M;$10M;10000000;10000000;10000000;10000000;27.03.2022
https://semiengineering.com/startup-funding-march-2022/;QunaSys;Japan;Japan;https://www.crunchbase.com/organization/qunasys;no;QunaSyshttps://semiengineering.com/startup-funding-march-2022/;https://www.crunchbase.com/funding_round/qunasys-series-b--269293dd;10;disclosed;27.03.2022;Early Stage Venture;Series B;https://www.crunchbase.com/organization/mitsubishi-ufj-capital;Mitsubishi UFJ Capital;Venture Capital;Japan;Japan;$10M;$10M;$10M;10000000;10000000;10000000;10000000;27.03.2022
https://semiengineering.com/startup-funding-march-2022/;QunaSys;Japan;Japan;https://www.crunchbase.com/organization/qunasys;no;QunaSyshttps://semiengineering.com/startup-funding-march-2022/;https://www.crunchbase.com/funding_round/qunasys-series-b--269293dd;10;disclosed;27.03.2022;Early Stage Venture;Series B;https://www.crunchbase.com/organization/japan-science-and-technology-agency;Japan Science and Technology Agency;Venture Capital;Japan;Japan;$10M;$10M;$10M;10000000;10000000;10000000;10000000;27.03.2022
https://semiengineering.com/startup-funding-march-2022/;QunaSys;Japan;Japan;https://www.crunchbase.com/organization/qunasys;no;QunaSyshttps://semiengineering.com/startup-funding-march-2022/;https://www.crunchbase.com/funding_round/qunasys-series-b--269293dd;10;disclosed;27.03.2022;Early Stage Venture;Series B;https://www.crunchbase.com/organization/hpc-systems-japan;HPC SYSTEMS Japan;;Japan;Japan;$10M;$10M;$10M;10000000;10000000;10000000;10000000;27.03.2022
https://semiengineering.com/startup-funding-march-2022/;QunaSys;Japan;Japan;https://www.crunchbase.com/organization/qunasys;no;QunaSyshttps://semiengineering.com/startup-funding-march-2022/;https://www.crunchbase.com/funding_round/qunasys-series-b--269293dd;10;disclosed;27.03.2022;Early Stage Venture;Series B;https://www.crunchbase.com/organization/global-brain-corporation;Global Brain Corporation;Venture Capital;Japan;Japan;$10M;$10M;$10M;10000000;10000000;10000000;10000000;27.03.2022
https://semiengineering.com/startup-funding-march-2022/;QunaSys;Japan;Japan;https://www.crunchbase.com/organization/qunasys;no;QunaSyshttps://semiengineering.com/startup-funding-march-2022/;https://www.crunchbase.com/funding_round/qunasys-series-b--269293dd;10;disclosed;27.03.2022;Early Stage Venture;Series B;https://www.crunchbase.com/organization/fujitsu;Fujitsu;;Japan;Japan;$10M;$10M;$10M;10000000;10000000;10000000;10000000;27.03.2022
https://semiengineering.com/startup-funding-march-2022/;QunaSys;Japan;Japan;https://www.crunchbase.com/organization/qunasys;no;QunaSyshttps://semiengineering.com/startup-funding-march-2022/;https://www.crunchbase.com/funding_round/qunasys-series-b--269293dd;10;disclosed;27.03.2022;Early Stage Venture;Series B;https://www.crunchbase.com/organization/anri;ANRI;Micro VC, Venture Capital;Japan;Japan;$10M;$10M;$10M;10000000;10000000;10000000;10000000;27.03.2022
https://semiengineering.com/startup-funding-march-2022/;QunaSys;Japan;Japan;https://www.crunchbase.com/organization/qunasys;no;QunaSyshttps://semiengineering.com/startup-funding-march-2022/;https://www.crunchbase.com/funding_round/qunasys-series-b--269293dd;10;disclosed;27.03.2022;Early Stage Venture;Series B;;JST SUCCESS Program;;Japan;Japan;$10M;$10M;$10M;10000000;10000000;10000000;10000000;27.03.2022
https://semiengineering.com/startup-funding-january-2021/;Classiq Technologies;Israel;Israel;https://www.crunchbase.com/organization/classiq;no;Classiq Technologieshttps://semiengineering.com/startup-funding-january-2021/;https://www.crunchbase.com/funding_round/classiq-series-a--61736497;5;disclosed;27.01.2021;Early Stage Venture;Series A;https://www.crunchbase.com/organization/in-venture;IN Venture;Corporate Venture Capital;Israel;Israel;$11.8M;$11.8M;$11.8M;11800000;11800000;11800000;11800000;27.01.2021
https://semiengineering.com/startup-funding-january-2021/;Classiq Technologies;Israel;Israel;https://www.crunchbase.com/organization/classiq;no;Classiq Technologieshttps://semiengineering.com/startup-funding-january-2021/;https://www.crunchbase.com/funding_round/classiq-series-a--61736497;5;disclosed;27.01.2021;Early Stage Venture;Series A;https://www.crunchbase.com/organization/ourcrowd;OurCrowd;Venture Capital;Israel;Israel;$11.8M;$11.8M;$11.8M;11800000;11800000;11800000;11800000;27.01.2021
https://semiengineering.com/startup-funding-january-2021/;Classiq Technologies;Israel;Israel;https://www.crunchbase.com/organization/classiq;no;Classiq Technologieshttps://semiengineering.com/startup-funding-january-2021/;https://www.crunchbase.com/funding_round/classiq-series-a--61736497;5;disclosed;27.01.2021;Early Stage Venture;Series A;https://www.crunchbase.com/organization/entree-capital;Entrée Capital;Venture Capital;United Kingdom;United Kingdom;$11.8M;$11.8M;$11.8M;11800000;11800000;11800000;11800000;27.01.2021
https://semiengineering.com/startup-funding-january-2021/;Classiq Technologies;Israel;Israel;https://www.crunchbase.com/organization/classiq;no;Classiq Technologieshttps://semiengineering.com/startup-funding-january-2021/;https://www.crunchbase.com/funding_round/classiq-series-a--61736497;5;disclosed;27.01.2021;Early Stage Venture;Series A;https://www.crunchbase.com/organization/wing-venture-capital;Wing Venture Capital;Venture Capital;United States;United States;$11.8M;$11.8M;$11.8M;11800000;11800000;11800000;11800000;27.01.2021
https://semiengineering.com/startup-funding-january-2021/;Classiq Technologies;Israel;Israel;https://www.crunchbase.com/organization/classiq;no;Classiq Technologieshttps://semiengineering.com/startup-funding-january-2021/;https://www.crunchbase.com/funding_round/classiq-series-a--61736497;5;disclosed;27.01.2021;Early Stage Venture;Series A;https://www.crunchbase.com/organization/team8-capital;Team8 Capital;Corporate Venture Capital;United States;United States;$11.8M;$11.8M;$11.8M;11800000;11800000;11800000;11800000;27.01.2021
https://semiengineering.com/startup-funding-february-2022/;LeddarTech;Canada;Canada;https://www.crunchbase.com/organization/leddartech;no;LeddarTechhttps://semiengineering.com/startup-funding-february-2022/;https://www.crunchbase.com/funding_round/leddartech-series-d--9f3304a5;12;disclosed;03.02.2022;Late Stage Venture;Series D;https://www.crunchbase.com/organization/ams-osram-group;ams OSRAM Group;;Austria;EU;$116M;$116M;$116M;116000000;116000000;116000000;116000000;03.02.2022
https://semiengineering.com/startup-funding-february-2022/;LeddarTech;Canada;Canada;https://www.crunchbase.com/organization/leddartech;no;LeddarTechhttps://semiengineering.com/startup-funding-february-2022/;https://www.crunchbase.com/funding_round/leddartech-series-d--9f3304a5;12;disclosed;03.02.2022;Late Stage Venture;Series D;https://www.crunchbase.com/organization/investissement-quebec;Investissement Quebec;Fund Of Funds, Private Equity Firm, Venture Capital;Canada;Canada;$116M;$116M;$116M;116000000;116000000;116000000;116000000;03.02.2022
https://semiengineering.com/startup-funding-february-2022/;LeddarTech;Canada;Canada;https://www.crunchbase.com/organization/leddartech;no;LeddarTechhttps://semiengineering.com/startup-funding-february-2022/;https://www.crunchbase.com/funding_round/leddartech-series-d--9f3304a5;12;disclosed;03.02.2022;Late Stage Venture;Series D;https://www.crunchbase.com/organization/fonds-de-solidarit-ftq;Fonds de solidarité FTQ;Venture Capital;Canada;Canada;$116M;$116M;$116M;116000000;116000000;116000000;116000000;03.02.2022
https://semiengineering.com/startup-funding-february-2022/;LeddarTech;Canada;Canada;https://www.crunchbase.com/organization/leddartech;no;LeddarTechhttps://semiengineering.com/startup-funding-february-2022/;https://www.crunchbase.com/funding_round/leddartech-series-d--9f3304a5;12;disclosed;03.02.2022;Late Stage Venture;Series D;https://www.crunchbase.com/organization/fidelity-canada;Fidelity Canada;;Canada;Canada;$116M;$116M;$116M;116000000;116000000;116000000;116000000;03.02.2022
https://semiengineering.com/startup-funding-february-2022/;LeddarTech;Canada;Canada;https://www.crunchbase.com/organization/leddartech;no;LeddarTechhttps://semiengineering.com/startup-funding-february-2022/;https://www.crunchbase.com/funding_round/leddartech-series-d--9f3304a5;12;disclosed;03.02.2022;Late Stage Venture;Series D;https://www.crunchbase.com/organization/export-development-canada;Export Development Canada;Government Office;Canada;Canada;$116M;$116M;$116M;116000000;116000000;116000000;116000000;03.02.2022
https://semiengineering.com/startup-funding-february-2022/;LeddarTech;Canada;Canada;https://www.crunchbase.com/organization/leddartech;no;LeddarTechhttps://semiengineering.com/startup-funding-february-2022/;https://www.crunchbase.com/funding_round/leddartech-series-d--9f3304a5;12;disclosed;03.02.2022;Late Stage Venture;Series D;https://www.crunchbase.com/organization/desjardins-group;Desjardins Capital Markets;;Canada;Canada;$116M;$116M;$116M;116000000;116000000;116000000;116000000;03.02.2022
https://semiengineering.com/startup-funding-february-2022/;LeddarTech;Canada;Canada;https://www.crunchbase.com/organization/leddartech;no;LeddarTechhttps://semiengineering.com/startup-funding-february-2022/;https://www.crunchbase.com/funding_round/leddartech-series-d--9f3304a5;12;disclosed;03.02.2022;Late Stage Venture;Series D;https://www.crunchbase.com/organization/bdc-venture-capital;BDC Venture Capital;Government Office, Venture Capital;Canada;Canada;$116M;$116M;$116M;116000000;116000000;116000000;116000000;03.02.2022
https://semiengineering.com/startup-funding-february-2022/;LeddarTech;Canada;Canada;https://www.crunchbase.com/organization/leddartech;no;LeddarTechhttps://semiengineering.com/startup-funding-february-2022/;https://www.crunchbase.com/funding_round/leddartech-series-d--9f3304a5;12;disclosed;03.02.2022;Late Stage Venture;Series D;https://www.crunchbase.com/organization/ui-gestion;UI Investissement;Private Equity Firm;France;EU;$116M;$116M;$116M;116000000;116000000;116000000;116000000;03.02.2022
https://semiengineering.com/startup-funding-february-2022/;LeddarTech;Canada;Canada;https://www.crunchbase.com/organization/leddartech;no;LeddarTechhttps://semiengineering.com/startup-funding-february-2022/;https://www.crunchbase.com/funding_round/leddartech-series-d--9f3304a5;12;disclosed;03.02.2022;Late Stage Venture;Series D;https://www.crunchbase.com/organization/ouest-ventures;GO CAPITAL;Private Equity Firm;France;EU;$116M;$116M;$116M;116000000;116000000;116000000;116000000;03.02.2022
https://semiengineering.com/startup-funding-february-2022/;LeddarTech;Canada;Canada;https://www.crunchbase.com/organization/leddartech;no;LeddarTechhttps://semiengineering.com/startup-funding-february-2022/;https://www.crunchbase.com/funding_round/leddartech-series-d--9f3304a5;12;disclosed;03.02.2022;Late Stage Venture;Series D;https://www.crunchbase.com/organization/fs-investors;FS Investors;Private Equity Firm, Venture Capital;United States;United States;$116M;$116M;$116M;116000000;116000000;116000000;116000000;03.02.2022
https://semiengineering.com/startup-funding-february-2022/;LeddarTech;Canada;Canada;https://www.crunchbase.com/organization/leddartech;no;LeddarTechhttps://semiengineering.com/startup-funding-february-2022/;https://www.crunchbase.com/funding_round/leddartech-series-d--9f3304a5;12;disclosed;03.02.2022;Late Stage Venture;Series D;https://www.crunchbase.com/organization/cowen-investment-management;Cowen Investment Management;;United States;United States;$116M;$116M;$116M;116000000;116000000;116000000;116000000;03.02.2022
https://semiengineering.com/startup-funding-november-2020/;Inceptio Technology;China;China;https://www.crunchbase.com/organization/inceptio-technology;no;Inceptio Technologyhttps://semiengineering.com/startup-funding-november-2020/;https://www.crunchbase.com/funding_round/inceptio-technology-series-unknown--505c2a58;4;disclosed;09.11.2020;;Venture - Series Unknown;https://www.crunchbase.com/organization/nio-capital;NIO Capital;Private Equity Firm, Venture Capital;China (incl. Hong Kong);China (incl. Hong Kong);$120M;$120M;$120M;120000000;120000000;120000000;120000000;09.11.2020
https://semiengineering.com/startup-funding-november-2020/;Inceptio Technology;China;China;https://www.crunchbase.com/organization/inceptio-technology;no;Inceptio Technologyhttps://semiengineering.com/startup-funding-november-2020/;https://www.crunchbase.com/funding_round/inceptio-technology-series-unknown--505c2a58;4;disclosed;09.11.2020;;Venture - Series Unknown;https://www.crunchbase.com/organization/contemporary-amperex-technology;Contemporary Amperex Technology (CATL);;China (incl. Hong Kong);China (incl. Hong Kong);$120M;$120M;$120M;120000000;120000000;120000000;120000000;09.11.2020
https://semiengineering.com/startup-funding-november-2020/;Inceptio Technology;China;China;https://www.crunchbase.com/organization/inceptio-technology;no;Inceptio Technologyhttps://semiengineering.com/startup-funding-november-2020/;https://www.crunchbase.com/funding_round/inceptio-technology-series-unknown--505c2a58;4;disclosed;09.11.2020;;Venture - Series Unknown;https://www.crunchbase.com/organization/g7;G7;;China (incl. Hong Kong);China (incl. Hong Kong);$120M;$120M;$120M;120000000;120000000;120000000;120000000;09.11.2020
https://semiengineering.com/startup-funding-november-2020/;Inceptio Technology;China;China;https://www.crunchbase.com/organization/inceptio-technology;no;Inceptio Technologyhttps://semiengineering.com/startup-funding-november-2020/;https://www.crunchbase.com/funding_round/inceptio-technology-series-unknown--505c2a58;4;disclosed;09.11.2020;;Venture - Series Unknown;https://www.crunchbase.com/organization/global-logistic-properties;GLP;Private Equity Firm;Singapore;Singapore;$120M;$120M;$120M;120000000;120000000;120000000;120000000;09.11.2020
https://semiengineering.com/startup-funding-april-2022/;Nodar;United States of America;United States of America;https://www.crunchbase.com/organization/nodar;no;Nodarhttps://semiengineering.com/startup-funding-april-2022/;https://www.crunchbase.com/funding_round/nodar-series-a--7a3a9ff6;2;disclosed;12.04.2022;Early Stage Venture;Series A;https://www.crunchbase.com/organization/new-enterprise-associates;New Enterprise Associates;Venture Capital;United States;United States;$12M;$12M;$12M;12000000;12000000;12000000;12000000;12.04.2022
https://semiengineering.com/startup-funding-april-2022/;Nodar;United States of America;United States of America;https://www.crunchbase.com/organization/nodar;no;Nodarhttps://semiengineering.com/startup-funding-april-2022/;https://www.crunchbase.com/funding_round/nodar-series-a--7a3a9ff6;2;disclosed;12.04.2022;Early Stage Venture;Series A;https://www.crunchbase.com/organization/rhapsody-venture-partners-llc;Rhapsody Venture Partners;Venture Capital;United States;United States;$12M;$12M;$12M;12000000;12000000;12000000;12000000;12.04.2022
https://semiengineering.com/startup-funding-september-2022/;Classiq Technologies;Israel;Israel;https://www.crunchbase.com/organization/classiq;no;Classiq Technologieshttps://semiengineering.com/startup-funding-september-2022/;https://www.crunchbase.com/funding_round/classiq-series-b--9f6cbe47;1;disclosed;30.09.2022;Early Stage Venture;Series B;https://www.crunchbase.com/organization/awz-ventures-2;Awz Ventures;Venture Capital;Canada;Canada;$13M;$13M;$13M;13000000;13000000;13000000;13000000;30.09.2022
https://semiengineering.com/startup-funding-february-2022/;TacSense;United States of America;United States of America;https://www.crunchbase.com/organization/tacsense-woodland-california;no;TacSensehttps://semiengineering.com/startup-funding-february-2022/;https://www.crunchbase.com/funding_round/tacsense-woodland-california-series-b--de507803;5;disclosed;24.02.2022;Early Stage Venture;Series B;https://www.crunchbase.com/organization/idh-chuang-tou;IDH Chuang Tou;Venture Capital;China (incl. Hong Kong);China (incl. Hong Kong);$15.8M;$15.8M;$15.8M;15800000;15800000;15800000;15800000;24.02.2022
https://semiengineering.com/startup-funding-february-2022/;TacSense;United States of America;United States of America;https://www.crunchbase.com/organization/tacsense-woodland-california;no;TacSensehttps://semiengineering.com/startup-funding-february-2022/;https://www.crunchbase.com/funding_round/tacsense-woodland-california-series-b--de507803;5;disclosed;24.02.2022;Early Stage Venture;Series B;https://www.crunchbase.com/person/xiaochuan-wang;Xiaochuan Wang;Investment Partner, Individual/Angel;China (incl. Hong Kong);China (incl. Hong Kong);$15.8M;$15.8M;$15.8M;15800000;15800000;15800000;15800000;24.02.2022
https://semiengineering.com/startup-funding-february-2022/;TacSense;United States of America;United States of America;https://www.crunchbase.com/organization/tacsense-woodland-california;no;TacSensehttps://semiengineering.com/startup-funding-february-2022/;https://www.crunchbase.com/funding_round/tacsense-woodland-california-series-b--de507803;5;disclosed;24.02.2022;Early Stage Venture;Series B;https://www.crunchbase.com/organization/ferry-vc;Ferry Venture Capital;Venture Capital;China (incl. Hong Kong);China (incl. Hong Kong);$15.8M;$15.8M;$15.8M;15800000;15800000;15800000;15800000;24.02.2022
https://semiengineering.com/startup-funding-february-2022/;TacSense;United States of America;United States of America;https://www.crunchbase.com/organization/tacsense-woodland-california;no;TacSensehttps://semiengineering.com/startup-funding-february-2022/;https://www.crunchbase.com/funding_round/tacsense-woodland-california-series-b--de507803;5;disclosed;24.02.2022;Early Stage Venture;Series B;https://www.crunchbase.com/organization/beijing-yuanhui;Beijing Yuanhui;;China (incl. Hong Kong);China (incl. Hong Kong);$15.8M;$15.8M;$15.8M;15800000;15800000;15800000;15800000;24.02.2022
https://semiengineering.com/startup-funding-february-2022/;TacSense;United States of America;United States of America;https://www.crunchbase.com/organization/tacsense-woodland-california;no;TacSensehttps://semiengineering.com/startup-funding-february-2022/;https://www.crunchbase.com/funding_round/tacsense-woodland-california-series-b--de507803;5;disclosed;24.02.2022;Early Stage Venture;Series B;;ICDF-Capital;;Saudi Arabia;Saudi Arabia;$15.8M;$15.8M;$15.8M;15800000;15800000;15800000;15800000;24.02.2022
https://semiengineering.com/startup-funding-october-2020/;ADASKY;Israel;Israel;https://www.crunchbase.com/organization/adasky;no;ADASKYhttps://semiengineering.com/startup-funding-october-2020/;https://www.crunchbase.com/funding_round/adasky-series-b--328a5a25;2;disclosed;22.10.2020;Early Stage Venture;Series B;https://www.crunchbase.com/organization/kyocera-corporation;Kyocera;;Japan;Japan;$15M;$15M;$15M;15000000;15000000;15000000;15000000;22.10.2020
https://semiengineering.com/startup-funding-october-2020/;ADASKY;Israel;Israel;https://www.crunchbase.com/organization/adasky;no;ADASKYhttps://semiengineering.com/startup-funding-october-2020/;https://www.crunchbase.com/funding_round/adasky-series-b--328a5a25;2;disclosed;22.10.2020;Early Stage Venture;Series B;https://www.crunchbase.com/organization/sungwoo-hitech;Sungwoo Hitech;;South Korea;South Korea;$15M;$15M;$15M;15000000;15000000;15000000;15000000;22.10.2020
https://semiengineering.com/startup-funding-july-2021/;Atom Computing;United States of America;United States of America;https://www.crunchbase.com/organization/atom-computing;no;Atom Computinghttps://semiengineering.com/startup-funding-july-2021/;https://www.crunchbase.com/funding_round/atom-computing-series-a--01407529;5;disclosed;21.07.2021;Early Stage Venture;Series A;https://www.crunchbase.com/organization/prelude-ventures-llc;Prelude Ventures;Venture Capital;United States;United States;$15M;$15M;$15M;15000000;15000000;15000000;15000000;21.07.2021
https://semiengineering.com/startup-funding-july-2021/;Atom Computing;United States of America;United States of America;https://www.crunchbase.com/organization/atom-computing;no;Atom Computinghttps://semiengineering.com/startup-funding-july-2021/;https://www.crunchbase.com/funding_round/atom-computing-series-a--01407529;5;disclosed;21.07.2021;Early Stage Venture;Series A;https://www.crunchbase.com/organization/innovation-endeavors;Innovation Endeavors;Venture Capital;United States;United States;$15M;$15M;$15M;15000000;15000000;15000000;15000000;21.07.2021
